gene_id,gene_name,info_gain,gain_ratio,sym_uncer,chi-square
CHST14|113189,CHST14,0,NA,0,0
CHST15|51363,CHST15,0,NA,0,0
CHST1|8534,CHST1,0,NA,0,0
CHST2|9435,CHST2,0,NA,0,0
CHST3|9469,CHST3,0,NA,0,0
CHST4|10164,CHST4,0,NA,0,0
CHST5|23563,CHST5,0,NA,0,0
CHST6|4166,CHST6,0,NA,0,0
CHST7|56548,CHST7,0,NA,0,0
CHST8|64377,CHST8,0,NA,0,0
CHST9|83539,CHST9,0,NA,0,0
CHSY1|22856,CHSY1,0,NA,0,0
CHSY3|337876,CHSY3,0,NA,0,0
CHTF18|63922,CHTF18,0,NA,0,0
CHTF8|54921,CHTF8,0,NA,0,0
CHUK|1147,CHUK,0,NA,0,0
CHURC1|91612,CHURC1,0,NA,0,0
CIAO1|9391,CIAO1,0,NA,0,0
CIAPIN1|57019,CIAPIN1,0,NA,0,0
CIB1|10519,CIB1,0,NA,0,0
CIB2|10518,CIB2,0,NA,0,0
CIB3|117286,CIB3,0,NA,0,0
CIB4|130106,CIB4,0,NA,0,0
CIC|23152,CIC,0,NA,0,0
CIDEA|1149,CIDEA,0,NA,0,0
CIDEB|27141,CIDEB,0,NA,0,0
CIDECP|152302,CIDECP,0,NA,0,0
CIDEC|63924,CIDEC,0,NA,0,0
CIITA|4261,CIITA,0,NA,0,0
CILP2|148113,CILP2,0,NA,0,0
CILP|8483,CILP,0,NA,0,0
CINP|51550,CINP,0,NA,0,0
CIR1|9541,CIR1,0,NA,0,0
CIRBP|1153,CIRBP,0,NA,0,0
CIRH1A|84916,CIRH1A,0,NA,0,0
CISD1|55847,CISD1,0,NA,0,0
CISD2|493856,CISD2,0,NA,0,0
CISD3|284106,CISD3,0,NA,0,0
CISH|1154,CISH,0,NA,0,0
CITED1|4435,CITED1,0,NA,0,0
CITED2|10370,CITED2,0,NA,0,0
CITED4|163732,CITED4,0,NA,0,0
CIT|11113,CIT,0,NA,0,0
CIZ1|25792,CIZ1,0,NA,0,0
CKAP2L|150468,CKAP2L,0,NA,0,0
CKAP2|26586,CKAP2,0,NA,0,0
CKAP4|10970,CKAP4,0,NA,0,0
CKAP5|9793,CKAP5,0,NA,0,0
CKB|1152,CKB,0,NA,0,0
CKLF|51192,CKLF,0,NA,0,0
CKMT1A|548596,CKMT1A,0,NA,0,0
CKMT1B|1159,CKMT1B,0,NA,0,0
CKMT2|1160,CKMT2,0,NA,0,0
CKM|1158,CKM,0,NA,0,0
CKS1B|1163,CKS1B,0,NA,0,0
CKS2|1164,CKS2,0,NA,0,0
CLASP1|23332,CLASP1,0,NA,0,0
CLASP2|23122,CLASP2,0,NA,0,0
CLCA1|1179,CLCA1,0,NA,0,0
CLCA2|9635,CLCA2,0,NA,0,0
CLCA3P|9629,CLCA3P,0,NA,0,0
CLCA4|22802,CLCA4,0,NA,0,0
CLCC1|23155,CLCC1,0,NA,0,0
CLCF1|23529,CLCF1,0,NA,0,0
CLCN1|1180,CLCN1,0,NA,0,0
CLCN2|1181,CLCN2,0,NA,0,0
CLCN3|1182,CLCN3,0,NA,0,0
CLCN4|1183,CLCN4,0,NA,0,0
CLCN5|1184,CLCN5,0,NA,0,0
CLCN6|1185,CLCN6,0,NA,0,0
CLCN7|1186,CLCN7,0,NA,0,0
CLCNKA|1187,CLCNKA,0,NA,0,0
CLCNKB|1188,CLCNKB,0,NA,0,0
CLC|1178,CLC,0,NA,0,0
CLDN10|9071,CLDN10,0,NA,0,0
CLDN11|5010,CLDN11,0,NA,0,0
CLDN12|9069,CLDN12,0,NA,0,0
CLDN14|23562,CLDN14,0,NA,0,0
CLDN15|24146,CLDN15,0,NA,0,0
CLDN16|10686,CLDN16,0,NA,0,0
CLDN17|26285,CLDN17,0,NA,0,0
CLDN18|51208,CLDN18,0,NA,0,0
CLDN19|149461,CLDN19,0,NA,0,0
CLDN1|9076,CLDN1,0,NA,0,0
CLDN20|49861,CLDN20,0,NA,0,0
CLDN22|53842,CLDN22,0,NA,0,0
CLDN23|137075,CLDN23,0,NA,0,0
CLDN25|644672,CLDN25,0,NA,0,0
CLDN2|9075,CLDN2,0,NA,0,0
CLDN3|1365,CLDN3,0,NA,0,0
CLDN4|1364,CLDN4,0,NA,0,0
CLDN5|7122,CLDN5,0,NA,0,0
CLDN6|9074,CLDN6,0,NA,0,0
CLDN7|1366,CLDN7,0,NA,0,0
CLDN8|9073,CLDN8,0,NA,0,0
CLDN9|9080,CLDN9,0,NA,0,0
CLDND1|56650,CLDND1,0,NA,0,0
CLDND2|125875,CLDND2,0,NA,0,0
CLEC10A|10462,CLEC10A,0,NA,0,0
CLEC11A|6320,CLEC11A,0,NA,0,0
CLEC12A|160364,CLEC12A,0,NA,0,0
CLEC12B|387837,CLEC12B,0,NA,0,0
CLEC14A|161198,CLEC14A,0,NA,0,0
CLEC16A|23274,CLEC16A,0,NA,0,0
CLEC17A|388512,CLEC17A,0,NA,0,0
CLEC18A|348174,CLEC18A,0,NA,0,0
CLEC18B|497190,CLEC18B,0,NA,0,0
CLEC18C|283971,CLEC18C,0,NA,0,0
CLEC1A|51267,CLEC1A,0,NA,0,0
CLEC1B|51266,CLEC1B,0,NA,0,0
CLEC2A|387836,CLEC2A,0,NA,0,0
CLEC2B|9976,CLEC2B,0,NA,0,0
CLEC2D|29121,CLEC2D,0,NA,0,0
CLEC2L|154790,CLEC2L,0,NA,0,0
CLEC3A|10143,CLEC3A,0,NA,0,0
CLEC3B|7123,CLEC3B,0,NA,0,0
CLEC4A|50856,CLEC4A,0,NA,0,0
CLEC4C|170482,CLEC4C,0,NA,0,0
CLEC4D|338339,CLEC4D,0,NA,0,0
CLEC4E|26253,CLEC4E,0,NA,0,0
CLEC4F|165530,CLEC4F,0,NA,0,0
CLEC4GP1|440508,CLEC4GP1,0,NA,0,0
CLEC4G|339390,CLEC4G,0,NA,0,0
CLEC4M|10332,CLEC4M,0,NA,0,0
CLEC5A|23601,CLEC5A,0,NA,0,0
CLEC6A|93978,CLEC6A,0,NA,0,0
CLEC7A|64581,CLEC7A,0,NA,0,0
CLEC9A|283420,CLEC9A,0,NA,0,0
CLECL1|160365,CLECL1,0,NA,0,0
CLGN|1047,CLGN,0,NA,0,0
CLIC1|1192,CLIC1,0,NA,0,0
CLIC2|1193,CLIC2,0,NA,0,0
CLIC3|9022,CLIC3,0,NA,0,0
CLIC4|25932,CLIC4,0,NA,0,0
CLIC5|53405,CLIC5,0,NA,0,0
CLIC6|54102,CLIC6,0,NA,0,0
CLINT1|9685,CLINT1,0,NA,0,0
CLIP1|6249,CLIP1,0,NA,0,0
CLIP2|7461,CLIP2,0,NA,0,0
CLIP3|25999,CLIP3,0,NA,0,0
CLIP4|79745,CLIP4,0,NA,0,0
CLK1|1195,CLK1,0,NA,0,0
CLK2P|1197,CLK2P,0,NA,0,0
CLK2|1196,CLK2,0,NA,0,0
CLK3|1198,CLK3,0,NA,0,0
CLK4|57396,CLK4,0,NA,0,0
CLLU1OS|574016,CLLU1OS,0,NA,0,0
CLLU1|574028,CLLU1,0,NA,0,0
CLMN|79789,CLMN,0,NA,0,0
CLN3|1201,CLN3,0,NA,0,0
CLN5|1203,CLN5,0,NA,0,0
CLN6|54982,CLN6,0,NA,0,0
CLN8|2055,CLN8,0,NA,0,0
CLNK|116449,CLNK,0,NA,0,0
CLNS1A|1207,CLNS1A,0,NA,0,0
CLOCK|9575,CLOCK,0,NA,0,0
CLP1|10978,CLP1,0,NA,0,0
CLPB|81570,CLPB,0,NA,0,0
CLPP|8192,CLPP,0,NA,0,0
CLPS|1208,CLPS,0,NA,0,0
CLPTM1L|81037,CLPTM1L,0,NA,0,0
CLPTM1|1209,CLPTM1,0,NA,0,0
CLPX|10845,CLPX,0,NA,0,0
CLRN1OS|116933,CLRN1OS,0,NA,0,0
CLRN1|7401,CLRN1,0,NA,0,0
CLRN2|645104,CLRN2,0,NA,0,0
CLRN3|119467,CLRN3,0,NA,0,0
CLSPN|63967,CLSPN,0,NA,0,0
CLSTN1|22883,CLSTN1,0,NA,0,0
CLSTN2|64084,CLSTN2,0,NA,0,0
CLSTN3|9746,CLSTN3,0,NA,0,0
CLTA|1211,CLTA,0,NA,0,0
CLTB|1212,CLTB,0,NA,0,0
CLTCL1|8218,CLTCL1,0,NA,0,0
CLTC|1213,CLTC,0,NA,0,0
CLUAP1|23059,CLUAP1,0,NA,0,0
CLUL1|27098,CLUL1,0,NA,0,0
CLU|1191,CLU,0,NA,0,0
CLVS1|157807,CLVS1,0,NA,0,0
CLVS2|134829,CLVS2,0,NA,0,0
CLYBL|171425,CLYBL,0,NA,0,0
CMA1|1215,CMA1,0,NA,0,0
CMAH|8418,CMAH,0,NA,0,0
CMAS|55907,CMAS,0,NA,0,0
CMBL|134147,CMBL,0,NA,0,0
CMC1|152100,CMC1,0,NA,0,0
CMIP|80790,CMIP,0,NA,0,0
CMKLR1|1240,CMKLR1,0,NA,0,0
CMPK1|51727,CMPK1,0,NA,0,0
CMPK2|129607,CMPK2,0,NA,0,0
CMTM1|113540,CMTM1,0,NA,0,0
CMTM2|146225,CMTM2,0,NA,0,0
CMTM3|123920,CMTM3,0,NA,0,0
CMTM4|146223,CMTM4,0,NA,0,0
CMTM5|116173,CMTM5,0,NA,0,0
CMTM6|54918,CMTM6,0,NA,0,0
CMTM7|112616,CMTM7,0,NA,0,0
CMTM8|152189,CMTM8,0,NA,0,0
CMYA5|202333,CMYA5,0,NA,0,0
CN5H6.4|150384,CN5H6.4,0,NA,0,0
CNBD1|168975,CNBD1,0,NA,0,0
CNBP|7555,CNBP,0,NA,0,0
CNDP1|84735,CNDP1,0,NA,0,0
CNDP2|55748,CNDP2,0,NA,0,0
CNFN|84518,CNFN,0,NA,0,0
CNGA1|1259,CNGA1,0,NA,0,0
CNGA2|1260,CNGA2,0,NA,0,0
CNGA3|1261,CNGA3,0,NA,0,0
CNGA4|1262,CNGA4,0,NA,0,0
CNGB1|1258,CNGB1,0,NA,0,0
CNGB3|54714,CNGB3,0,NA,0,0
CNIH2|254263,CNIH2,0,NA,0,0
CNIH3|149111,CNIH3,0,NA,0,0
CNIH4|29097,CNIH4,0,NA,0,0
CNIH|10175,CNIH,0,NA,0,0
CNKSR1|10256,CNKSR1,0,NA,0,0
CNKSR2|22866,CNKSR2,0,NA,0,0
CNKSR3|154043,CNKSR3,0,NA,0,0
CNN1|1264,CNN1,0,NA,0,0
CNN2|1265,CNN2,0,NA,0,0
CNN3|1266,CNN3,0,NA,0,0
CNNM1|26507,CNNM1,0,NA,0,0
CNNM2|54805,CNNM2,0,NA,0,0
CNNM3|26505,CNNM3,0,NA,0,0
CNNM4|26504,CNNM4,0,NA,0,0
CNOT10|25904,CNOT10,0,NA,0,0
CNOT1|23019,CNOT1,0,NA,0,0
CNOT2|4848,CNOT2,0,NA,0,0
CNOT3|4849,CNOT3,0,NA,0,0
CNOT4|4850,CNOT4,0,NA,0,0
CNOT6L|246175,CNOT6L,0,NA,0,0
CNOT6|57472,CNOT6,0,NA,0,0
CNOT7|29883,CNOT7,0,NA,0,0
CNOT8|9337,CNOT8,0,NA,0,0
CNO|55330,CNO,0,NA,0,0
CNPY1|285888,CNPY1,0,NA,0,0
CNPY2|10330,CNPY2,0,NA,0,0
CNPY3|10695,CNPY3,0,NA,0,0
CNPY4|245812,CNPY4,0,NA,0,0
CNP|1267,CNP,0,NA,0,0
CNR1|1268,CNR1,0,NA,0,0
CNR2|1269,CNR2,0,NA,0,0
CNRIP1|25927,CNRIP1,0,NA,0,0
CNST|163882,CNST,0,NA,0,0
CNTD1|124817,CNTD1,0,NA,0,0
CNTD2|79935,CNTD2,0,NA,0,0
CNTFR|1271,CNTFR,0,NA,0,0
CNTF|1270,CNTF,0,NA,0,0
CNTLN|54875,CNTLN,0,NA,0,0
CNTN1|1272,CNTN1,0,NA,0,0
CNTN2|6900,CNTN2,0,NA,0,0
CNTN3|5067,CNTN3,0,NA,0,0
CNTN4|152330,CNTN4,0,NA,0,0
CNTN5|53942,CNTN5,0,NA,0,0
CNTN6|27255,CNTN6,0,NA,0,0
CNTNAP1|8506,CNTNAP1,0,NA,0,0
CNTNAP2|26047,CNTNAP2,0,NA,0,0
CNTNAP3|79937,CNTNAP3,0,NA,0,0
CNTNAP4|85445,CNTNAP4,0,NA,0,0
CNTNAP5|129684,CNTNAP5,0,NA,0,0
CNTROB|116840,CNTROB,0,NA,0,0
COASY|80347,COASY,0,NA,0,0
COBLL1|22837,COBLL1,0,NA,0,0
COBL|23242,COBL,0,NA,0,0
COBRA1|25920,COBRA1,0,NA,0,0
COCH|1690,COCH,0,NA,0,0
COG1|9382,COG1,0,NA,0,0
COG2|22796,COG2,0,NA,0,0
COG3|83548,COG3,0,NA,0,0
COG4|25839,COG4,0,NA,0,0
COG5|10466,COG5,0,NA,0,0
COG6|57511,COG6,0,NA,0,0
COG7|91949,COG7,0,NA,0,0
COG8|84342,COG8,0,NA,0,0
COIL|8161,COIL,0,NA,0,0
COL10A1|1300,COL10A1,0,NA,0,0
COL11A1|1301,COL11A1,0,NA,0,0
COL11A2|1302,COL11A2,0,NA,0,0
COL12A1|1303,COL12A1,0,NA,0,0
COL13A1|1305,COL13A1,0,NA,0,0
COL14A1|7373,COL14A1,0,NA,0,0
COL15A1|1306,COL15A1,0,NA,0,0
COL16A1|1307,COL16A1,0,NA,0,0
COL17A1|1308,COL17A1,0,NA,0,0
COL18A1|80781,COL18A1,0,NA,0,0
COL19A1|1310,COL19A1,0,NA,0,0
COL1A1|1277,COL1A1,0,NA,0,0
COL1A2|1278,COL1A2,0,NA,0,0
COL20A1|57642,COL20A1,0,NA,0,0
COL21A1|81578,COL21A1,0,NA,0,0
COL22A1|169044,COL22A1,0,NA,0,0
COL23A1|91522,COL23A1,0,NA,0,0
COL24A1|255631,COL24A1,0,NA,0,0
COL25A1|84570,COL25A1,0,NA,0,0
COL27A1|85301,COL27A1,0,NA,0,0
COL28A1|340267,COL28A1,0,NA,0,0
COL29A1|256076,COL29A1,0,NA,0,0
COL2A1|1280,COL2A1,0,NA,0,0
COL3A1|1281,COL3A1,0,NA,0,0
COL4A1|1282,COL4A1,0,NA,0,0
COL4A2|1284,COL4A2,0,NA,0,0
COL4A3BP|10087,COL4A3BP,0,NA,0,0
COL4A3|1285,COL4A3,0,NA,0,0
COL4A4|1286,COL4A4,0,NA,0,0
COL4A5|1287,COL4A5,0,NA,0,0
COL4A6|1288,COL4A6,0,NA,0,0
COL5A1|1289,COL5A1,0.047706482,0.218028998,0.080218299,0.233480144
COL5A2|1290,COL5A2,0,NA,0,0
COL5A3|50509,COL5A3,0,NA,0,0
COL6A1|1291,COL6A1,0,NA,0,0
COL6A2|1292,COL6A2,0,NA,0,0
COL6A3|1293,COL6A3,0,NA,0,0
COL6A4P2|646300,COL6A4P2,0,NA,0,0
COL6A6|131873,COL6A6,0,NA,0,0
COL7A1|1294,COL7A1,0,NA,0,0
COL8A1|1295,COL8A1,0,NA,0,0
COL8A2|1296,COL8A2,0,NA,0,0
COL9A1|1297,COL9A1,0,NA,0,0
COL9A2|1298,COL9A2,0,NA,0,0
COL9A3|1299,COL9A3,0,NA,0,0
COLEC10|10584,COLEC10,0,NA,0,0
COLEC11|78989,COLEC11,0,NA,0,0
COLEC12|81035,COLEC12,0,NA,0,0
COLQ|8292,COLQ,0,NA,0,0
COMMD10|51397,COMMD10,0,NA,0,0
COMMD1|150684,COMMD1,0,NA,0,0
COMMD2|51122,COMMD2,0,NA,0,0
COMMD3|23412,COMMD3,0,NA,0,0
COMMD4|54939,COMMD4,0,NA,0,0
COMMD5|28991,COMMD5,0,NA,0,0
COMMD6|170622,COMMD6,0,NA,0,0
COMMD7|149951,COMMD7,0,NA,0,0
COMMD8|54951,COMMD8,0,NA,0,0
COMMD9|29099,COMMD9,0,NA,0,0
COMP|1311,COMP,0,NA,0,0
COMTD1|118881,COMTD1,0,NA,0,0
COMT|1312,COMT,0,NA,0,0
COPA|1314,COPA,0,NA,0,0
COPB1|1315,COPB1,0,NA,0,0
COPB2|9276,COPB2,0,NA,0,0
COPE|11316,COPE,0,NA,0,0
COPG2|26958,COPG2,0,NA,0,0
COPG|22820,COPG,0,NA,0,0
COPS2|9318,COPS2,0,NA,0,0
COPS3|8533,COPS3,0,NA,0,0
COPS4|51138,COPS4,0,NA,0,0
COPS5|10987,COPS5,0,NA,0,0
COPS6|10980,COPS6,0,NA,0,0
COPS7A|50813,COPS7A,0,NA,0,0
COPS7B|64708,COPS7B,0,NA,0,0
COPS8|10920,COPS8,0,NA,0,0
COPZ1|22818,COPZ1,0,NA,0,0
COPZ2|51226,COPZ2,0,NA,0,0
COQ10A|93058,COQ10A,0,NA,0,0
COQ10B|80219,COQ10B,0,NA,0,0
COQ2|27235,COQ2,0,NA,0,0
COQ3|51805,COQ3,0,NA,0,0
COQ4|51117,COQ4,0,NA,0,0
COQ5|84274,COQ5,0,NA,0,0
COQ6|51004,COQ6,0,NA,0,0
COQ7|10229,COQ7,0,NA,0,0
COQ9|57017,COQ9,0,NA,0,0
CORIN|10699,CORIN,0,NA,0,0
CORO1A|11151,CORO1A,0,NA,0,0
CORO1B|57175,CORO1B,0,NA,0,0
CORO1C|23603,CORO1C,0,NA,0,0
CORO2A|7464,CORO2A,0,NA,0,0
CORO2B|10391,CORO2B,0,NA,0,0
CORO6|84940,CORO6,0,NA,0,0
CORO7|79585,CORO7,0,NA,0,0
CORT|1325,CORT,0,NA,0,0
COTL1|23406,COTL1,0,NA,0,0
COX10|1352,COX10,0,NA,0,0
COX11|1353,COX11,0,NA,0,0
COX15|1355,COX15,0,NA,0,0
COX16|51241,COX16,0,NA,0,0
COX17|10063,COX17,0,NA,0,0
COX18|285521,COX18,0,NA,0,0
COX19|90639,COX19,0,NA,0,0
COX4I1|1327,COX4I1,0,NA,0,0
COX4I2|84701,COX4I2,0,NA,0,0
COX4NB|10328,COX4NB,0,NA,0,0
COX5A|9377,COX5A,0,NA,0,0
COX5B|1329,COX5B,0,NA,0,0
COX6A1|1337,COX6A1,0,NA,0,0
COX6A2|1339,COX6A2,0,NA,0,0
COX6B1|1340,COX6B1,0,NA,0,0
COX6B2|125965,COX6B2,0,NA,0,0
COX6C|1345,COX6C,0,NA,0,0
COX7A1|1346,COX7A1,0,NA,0,0
COX7A2L|9167,COX7A2L,0,NA,0,0
COX7A2|1347,COX7A2,0,NA,0,0
COX7B2|170712,COX7B2,0,NA,0,0
COX7B|1349,COX7B,0,NA,0,0
COX7C|1350,COX7C,0,NA,0,0
COX8A|1351,COX8A,0,NA,0,0
COX8C|341947,COX8C,0,NA,0,0
CP110|9738,CP110,0,NA,0,0
CPA1|1357,CPA1,0,NA,0,0
CPA2|1358,CPA2,0,NA,0,0
CPA3|1359,CPA3,0,NA,0,0
CPA4|51200,CPA4,0,NA,0,0
CPA5|93979,CPA5,0,NA,0,0
CPA6|57094,CPA6,0,NA,0,0
CPAMD8|27151,CPAMD8,0,NA,0,0
CPB1|1360,CPB1,0,NA,0,0
CPB2|1361,CPB2,0,NA,0,0
CPD|1362,CPD,0,NA,0,0
CPEB1|64506,CPEB1,0,NA,0,0
CPEB2|132864,CPEB2,0,NA,0,0
CPEB3|22849,CPEB3,0,NA,0,0
CPEB4|80315,CPEB4,0,NA,0,0
CPE|1363,CPE,0,NA,0,0
CPLX1|10815,CPLX1,0,NA,0,0
CPLX2|10814,CPLX2,0,NA,0,0
CPLX3|594855,CPLX3,0,NA,0,0
CPLX4|339302,CPLX4,0,NA,0,0
CPM|1368,CPM,0.038368775,0.04928109,0.043870625,0.232512709
CPN1|1369,CPN1,0,NA,0,0
CPN2|1370,CPN2,0,NA,0,0
CPNE1|8904,CPNE1,0,NA,0,0
CPNE2|221184,CPNE2,0,NA,0,0
CPNE3|8895,CPNE3,0,NA,0,0
CPNE4|131034,CPNE4,0,NA,0,0
CPNE5|57699,CPNE5,0.046920329,0.047024467,0.047673718,0.253904312
CPNE6|9362,CPNE6,0,NA,0,0
CPNE7|27132,CPNE7,0,NA,0,0
CPNE8|144402,CPNE8,0,NA,0,0
CPNE9|151835,CPNE9,0,NA,0,0
CPOX|1371,CPOX,0,NA,0,0
CPO|130749,CPO,0,NA,0,0
CPPED1|55313,CPPED1,0,NA,0,0
CPS1|1373,CPS1,0,NA,0,0
CPSF1|29894,CPSF1,0,NA,0,0
CPSF2|53981,CPSF2,0,NA,0,0
CPSF3L|54973,CPSF3L,0,NA,0,0
CPSF3|51692,CPSF3,0,NA,0,0
CPSF4L|642843,CPSF4L,0,NA,0,0
CPSF4|10898,CPSF4,0,NA,0,0
CPSF6|11052,CPSF6,0,NA,0,0
CPSF7|79869,CPSF7,0,NA,0,0
CPT1A|1374,CPT1A,0,NA,0,0
CPT1B|1375,CPT1B,0,NA,0,0
CPT1C|126129,CPT1C,0,NA,0,0
CPT2|1376,CPT2,0,NA,0,0
CPVL|54504,CPVL,0,NA,0,0
CPXCR1|53336,CPXCR1,0,NA,0,0
CPXM1|56265,CPXM1,0,NA,0,0
CPXM2|119587,CPXM2,0,NA,0,0
CPZ|8532,CPZ,0,NA,0,0
CP|1356,CP,0,NA,0,0
CR1L|1379,CR1L,0.039878126,0.105888864,0.059200963,0.205757264
CR1|1378,CR1,0,NA,0,0
CR2|1380,CR2,0,NA,0,0
CRABP1|1381,CRABP1,0,NA,0,0
CRABP2|1382,CRABP2,0,NA,0,0
CRADD|8738,CRADD,0,NA,0,0
CRAMP1L|57585,CRAMP1L,0,NA,0,0
CRAT|1384,CRAT,0,NA,0,0
CRB1|23418,CRB1,0,NA,0,0
CRB2|286204,CRB2,0,NA,0,0
CRB3|92359,CRB3,0,NA,0,0
CRBN|51185,CRBN,0,NA,0,0
CRCP|27297,CRCP,0,NA,0,0
CRCT1|54544,CRCT1,0,NA,0,0
CREB1|1385,CREB1,0,NA,0,0
CREB3L1|90993,CREB3L1,0,NA,0,0
CREB3L2|64764,CREB3L2,0,NA,0,0
CREB3L3|84699,CREB3L3,0,NA,0,0
CREB3L4|148327,CREB3L4,0,NA,0,0
CREB3|10488,CREB3,0,NA,0,0
CREB5|9586,CREB5,0,NA,0,0
CREBBP|1387,CREBBP,0,NA,0,0
CREBL2|1389,CREBL2,0,NA,0,0
CREBZF|58487,CREBZF,0,NA,0,0
CREG1|8804,CREG1,0,NA,0,0
CREG2|200407,CREG2,0,NA,0,0
CRELD1|78987,CRELD1,0,NA,0,0
CRELD2|79174,CRELD2,0,NA,0,0
CREM|1390,CREM,0,NA,0,0
CRHBP|1393,CRHBP,0,NA,0,0
CRHR1|1394,CRHR1,0,NA,0,0
CRHR2|1395,CRHR2,0,NA,0,0
CRH|1392,CRH,0,NA,0,0
CRIM1|51232,CRIM1,0,NA,0,0
CRIP1|1396,CRIP1,0,NA,0,0
CRIP2|1397,CRIP2,0,NA,0,0
CRIP3|401262,CRIP3,0,NA,0,0
CRIPAK|285464,CRIPAK,0,NA,0,0
CRIPT|9419,CRIPT,0,NA,0,0
CRISP1|167,CRISP1,0,NA,0,0
CRISP2|7180,CRISP2,0,NA,0,0
CRISP3|10321,CRISP3,0,NA,0,0
CRISPLD1|83690,CRISPLD1,0,NA,0,0
CRISPLD2|83716,CRISPLD2,0,NA,0,0
CRKL|1399,CRKL,0,NA,0,0
CRK|1398,CRK,0,NA,0,0
CRLF1|9244,CRLF1,0,NA,0,0
CRLF2|64109,CRLF2,0,NA,0,0
CRLF3|51379,CRLF3,0,NA,0,0
CRLS1|54675,CRLS1,0,NA,0,0
CRMP1|1400,CRMP1,0,NA,0,0
CRNKL1|51340,CRNKL1,0,NA,0,0
CRNN|49860,CRNN,0,NA,0,0
CROCCL1|84809,CROCCL1,0,NA,0,0
CROCCL2|114819,CROCCL2,0,NA,0,0
CROCC|9696,CROCC,0,NA,0,0
CROT|54677,CROT,0,NA,0,0
CRP|1401,CRP,0,NA,0,0
CRTAC1|55118,CRTAC1,0,NA,0,0
CRTAM|56253,CRTAM,0.045968732,0.100617791,0.064405731,0.225701091
CRTAP|10491,CRTAP,0.049389878,0.050549306,0.050716836,0.257903388
CRTC1|23373,CRTC1,0,NA,0,0
CRTC2|200186,CRTC2,0,NA,0,0
CRTC3|64784,CRTC3,0,NA,0,0
CRX|1406,CRX,0,NA,0,0
CRY1|1407,CRY1,0,NA,0,0
CRY2|1408,CRY2,0,NA,0,0
CRYAA|1409,CRYAA,0,NA,0,0
CRYAB|1410,CRYAB,0,NA,0,0
CRYBA1|1411,CRYBA1,0,NA,0,0
CRYBA2|1412,CRYBA2,0,NA,0,0
CRYBA4|1413,CRYBA4,0,NA,0,0
CRYBB1|1414,CRYBB1,0,NA,0,0
CRYBB2|1415,CRYBB2,0,NA,0,0
CRYBB3|1417,CRYBB3,0,NA,0,0
CRYBG3|131544,CRYBG3,0,NA,0,0
CRYGA|1418,CRYGA,0,NA,0,0
CRYGB|1419,CRYGB,0,NA,0,0
CRYGC|1420,CRYGC,0,NA,0,0
CRYGD|1421,CRYGD,0,NA,0,0
CRYGN|155051,CRYGN,0,NA,0,0
CRYGS|1427,CRYGS,0,NA,0,0
CRYL1|51084,CRYL1,0,NA,0,0
CRYM|1428,CRYM,0,NA,0,0
CRYZL1|9946,CRYZL1,0,NA,0,0
CRYZ|1429,CRYZ,0,NA,0,0
CSAD|51380,CSAD,0,NA,0,0
CSAG1|158511,CSAG1,0,NA,0,0
CSAG2|728461,CSAG2,0,NA,0,0
CSAG3|389903,CSAG3,0.044610964,0.139106906,0.069094439,0.202927269
CSDAP1|440359,CSDAP1,0,NA,0,0
CSDA|8531,CSDA,0,NA,0,0
CSDC2|27254,CSDC2,0,NA,0,0
CSDE1|7812,CSDE1,0,NA,0,0
CSE1L|1434,CSE1L,0,NA,0,0
CSF1R|1436,CSF1R,0,NA,0,0
CSF1|1435,CSF1,0,NA,0,0
CSF2RA|1438,CSF2RA,0,NA,0,0
CSF2RB|1439,CSF2RB,0,NA,0,0
CSF2|1437,CSF2,0,NA,0,0
CSF3R|1441,CSF3R,0,NA,0,0
CSF3|1440,CSF3,0,NA,0,0
CSGALNACT1|55790,CSGALNACT1,0,NA,0,0
CSGALNACT2|55454,CSGALNACT2,0,NA,0,0
CSH1|1442,CSH1,0,NA,0,0
CSH2|1443,CSH2,0,NA,0,0
CSHL1|1444,CSHL1,0,NA,0,0
CSK|1445,CSK,0,NA,0,0
CSMD1|64478,CSMD1,0,NA,0,0
CSMD2|114784,CSMD2,0,NA,0,0
CSMD3|114788,CSMD3,0,NA,0,0
CSN1S1|1446,CSN1S1,0,NA,0,0
CSN1S2A|286828,CSN1S2A,0,NA,0,0
CSN2|1447,CSN2,0,NA,0,0
CSN3|1448,CSN3,0,NA,0,0
CSNK1A1L|122011,CSNK1A1L,0,NA,0,0
CSNK1A1P|161635,CSNK1A1P,0,NA,0,0
CSNK1A1|1452,CSNK1A1,0,NA,0,0
CSNK1D|1453,CSNK1D,0,NA,0,0
CSNK1E|1454,CSNK1E,0,NA,0,0
CSNK1G1|53944,CSNK1G1,0,NA,0,0
CSNK1G2|1455,CSNK1G2,0,NA,0,0
CSNK1G3|1456,CSNK1G3,0,NA,0,0
CSNK2A1P|283106,CSNK2A1P,0,NA,0,0
CSNK2A1|1457,CSNK2A1,0,NA,0,0
CSNK2A2|1459,CSNK2A2,0,NA,0,0
CSNK2B|1460,CSNK2B,0,NA,0,0
CSPG4PY2|84664,CSPG4PY2,0,NA,0,0
CSPG4|1464,CSPG4,0,NA,0,0
CSPG5|10675,CSPG5,0,NA,0,0
CSPP1|79848,CSPP1,0,NA,0,0
CSRNP1|64651,CSRNP1,0,NA,0,0
CSRNP2|81566,CSRNP2,0,NA,0,0
CSRNP3|80034,CSRNP3,0,NA,0,0
