TSPAN14	0.227379662
COL5A1	0.218028998
KIAA1383	0.218028998
ACBD6	0.213129706
CAPN2	0.213129706
FAP	0.213129706
ZNF280B	0.213129706
ABCB6	0.208043906
GNG4	0.208043906
IL1RN	0.208043906
MYLK2	0.208043906
OTUD1	0.208043906
UBE2N	0.208043906
DOCK8	0.202733855
FBN1	0.202733855
RBM20	0.202733855
RSPH9	0.202733855
SULT2B1	0.202733855
TACO1	0.202733855
WNK2	0.202733855
IVL	0.170891022
TMED6	0.165200827
BUB1	0.163846648
CCDC76	0.157084822
FAM173B	0.157084822
SNX27	0.157084822
CEP110	0.153656265
FAM82A1	0.147544786
CA8	0.141254999
DNAJB6	0.140660394
SPATA18	0.140660394
SYT1	0.140660394
ADAMDEC1	0.139106906
CSAG3	0.139106906
IRF1	0.139106906
HCG11	0.136927709
LAD1	0.135581272
ARID3A	0.134713515
GSG2	0.134713515
PCGF3	0.134713515
SIDT1	0.134713515
C15orf63	0.132459838
FAM162B	0.132459838
KIAA1432	0.132459838
NBEAL2	0.132459838
RAB8A	0.132459838
FGF4	0.130161471
FLJ40330	0.130161471
GPR171	0.130161471
KIAA0408	0.130161471
ZNF296	0.130161471
ATP6V1F	0.12781231
CXCR2P1	0.12781231
LOC400696	0.12781231
MED30	0.12781231
PITPNM1	0.12781231
PM20D2	0.12781231
RNF213	0.12781231
SLC5A9	0.12781231
ARHGEF33	0.127088747
FZD3	0.127088747
ZIC1	0.127088747
TTC24	0.126494363
KLRB1	0.123004941
BTN2A2	0.121582799
MIR155HG	0.121582799
CYP26A1	0.120871548
HIST1H3E	0.12073687
SORBS2	0.12073687
KLRK1	0.120590878
ARHGAP15	0.118390125
LOC100240734	0.116531352
ZCCHC18	0.112407332
ATM	0.11131166
LOC100188949	0.108628137
NMRAL1	0.108628137
C12orf35	0.105888864
CR1L	0.105888864
IDO1	0.105888864
IL21	0.105888864
TNIP3	0.105888864
HIST1H4I	0.103217667
ARRDC5	0.103213836
CD8A	0.103213836
PLEKHG7	0.103088116
SNRPB	0.103088116
SYNPO2	0.101163443
CD7	0.100617791
CRTAM	0.100617791
UBD	0.100617791
RHOH	0.100404939
DKKL1	0.100219437
NCF1C	0.100219437
SESN3	0.100219437
VTI1B	0.100219437
NLRC3	0.099836272
PVRIG	0.099545562
ETV1	0.097985899
RGL4	0.097985899
GPR89A	0.097791011
SPINK2	0.097697198
PYHIN1	0.09552628
BCL11B	0.095315162
LPHN2	0.093272429
CD5	0.093220783
CD72	0.092602328
TAP2	0.092602328
ARHGAP25	0.090799398
SLA2	0.090799398
UHRF2	0.090799398
C16orf54	0.09045594
FLRT1	0.090385328
PSPH	0.090385328
SLC8A2	0.090385328
ERAP1	0.089843855
DHDH	0.088843552
TBX21	0.088362877
CXCR6	0.087881432
GFI1	0.087881432
TRAT1	0.087881432
RASGRP1	0.087554369
FCRL1	0.087035883
IL32	0.087035883
XCL2	0.087035883
ZDHHC2	0.087035883
LY9	0.085321062
ATP6V0E2	0.085278086
PDCD1	0.085278086
ZNF518B	0.085005146
ITGBL1	0.084017941
CD48	0.083439795
EOMES	0.083439795
ACSS2	0.082643795
IL12RB1	0.082643795
NCR1	0.082643795
SIT1	0.082643795
XG	0.081695601
CD38	0.08095081
FAM113B	0.08095081
SEMA4D	0.08095081
SLAMF6	0.08095081
RAB37	0.080779447
GBP5	0.079976322
GZMK	0.079976322
LHX2	0.079976322
NUP160	0.079976322
SCLT1	0.079976322
LCK	0.07928757
CD3E	0.078391388
NXF1	0.078391388
KCNK10	0.07780328
SRPX2	0.077571777
C1orf59	0.076897312
IL2RB	0.076382834
KIR2DL4	0.075991326
MCART6	0.075911552
PCDH9	0.075911552
RASGRP2	0.075911552
LOC254559	0.075682925
NKX2-3	0.075682925
GPR174	0.07414515
JARID2	0.07414515
MAP4K1	0.07414515
MGC12982	0.073933012
IL18BP	0.073578451
CD8B	0.073498793
IL16	0.073358584
IL2RG	0.073358584
ECEL1	0.073068757
C2orf85	0.072356801
SH2D1A	0.072356801
C11orf41	0.07218134
HIST1H4E	0.07218134
TSPYL5	0.07218134
CD247	0.071905503
GBP4	0.071407344
CD3G	0.071151944
DHRS11	0.071151944
GALNTL2	0.07072511
TARP	0.07003298
TRAF3IP3	0.07003298
UBASH3A	0.069844606
CCDC88C	0.069663561
CD79A	0.069663561
FN3K	0.069260163
BMP6	0.069079008
CD3D	0.068710986
GZMA	0.068710986
NCF1	0.068710986
SLC22A18	0.068412676
BTN1A1	0.067864247
AKNA	0.067701544
CD6	0.067701544
TMEM156	0.067701544
ETS1	0.067419012
ST3GAL1	0.067080733
DLK2	0.066263882
TOX2	0.066095592
HS1BP3	0.066071884
STARD5	0.065881659
NAIP	0.065623458
C5orf56	0.065492672
PTPRCAP	0.065492672
CCAR1	0.06536202
ITGAL	0.06536202
KIAA0125	0.06536202
TLR10	0.06536202
GPR62	0.064389803
ANGPT1	0.064289629
AMIGO2	0.064092302
CXCR3	0.064092302
LAG3	0.063910694
ZAP70	0.063106652
FAM26F	0.062920977
