KLRB1	0.100803588
HIST1H4I	0.073542584
BEND4	0.069740602
NLRC3	0.066775766
C1orf59	0.066371652
TOX2	0.064579586
GPR62	0.06372456
KLRK1	0.063674217
ST3GAL1	0.063157546
PVRIG	0.062528186
ANGPT1	0.062172878
CEP110	0.061100332
IVL	0.060638561
ZNF518B	0.059540451
RPH3A	0.059481587
RANBP17	0.059275455
RHOH	0.058645128
CYP26A1	0.058563779
RASGRP1	0.058560981
TTC24	0.057790828
PPP1R10	0.057236931
TMED6	0.056773626
ECEL1	0.056515802
LY9	0.056506944
ANO10	0.056075423
TSPAN14	0.055940531
SPINK2	0.053997419
FAM82A1	0.053974073
LAD1	0.053912939
MST1P9	0.05327123
BTN2A2	0.053220881
MIR155HG	0.053220881
GPR114	0.052924279
PXN	0.052869806
CD8B	0.052802689
BTN1A1	0.052490319
MSL3L2	0.052442986
CD5	0.052269574
SYCP2	0.052172984
PKDREJ	0.051969638
C21orf15	0.051486815
XG	0.051315977
GBP4	0.05087773
LPHN2	0.05079492
RNF19A	0.050733875
LOC254559	0.050620733
NKX2-3	0.050620733
STARD5	0.050615653
LAMP1	0.050580698
BMP6	0.050428825
ARHGAP25	0.050184992
SLA2	0.050184992
UHRF2	0.050184992
BMP5	0.050155238
CRTAP	0.049389878
HS1BP3	0.049346029
PIF1	0.048965351
SLC12A3	0.048965351
MANEAL	0.048850135
PYHIN1	0.048812415
LAG3	0.048765893
LOC100240734	0.048710734
IL2RB	0.048514241
KCNK10	0.048318512
FUT9	0.048129075
TBX21	0.048121244
ARRDC5	0.048120036
CD8A	0.048120036
LCK	0.048091668
IL20RA	0.047836476
COL5A1	0.047706482
KIAA1383	0.047706482
DHDH	0.047652097
SOX30	0.047306974
MAF	0.047191191
NLRP6	0.047165462
CA8	0.046937148
CPNE5	0.046920329
PLA2G10	0.046852907
GPR174	0.046573264
JARID2	0.046573264
MAP4K1	0.046573264
GPR18	0.046483429
LRRC3	0.046179223
CD7	0.045968732
CRTAM	0.045968732
UBD	0.045968732
RAB37	0.045931614
KIF5C	0.045776367
XYLT2	0.04564237
SHISA6	0.045409242
MGC12982	0.045382933
UBASH3A	0.045321672
GRAPL	0.045305766
SOX21	0.045305766
CBARA1	0.044999461
SLC22A18	0.044853615
FNDC1	0.044766908
NAIP	0.044737644
P2RY8	0.044704107
CD160	0.044692501
CD247	0.04465579
C16orf54	0.044636647
ADAMDEC1	0.044610964
CSAG3	0.044610964
IRF1	0.044610964
CD97	0.044351987
CXCL9	0.044351987
ATM	0.044262298
C1orf21	0.044257477
ITGAD	0.044257477
NFAM1	0.044257477
TBRG1	0.044105418
CD48	0.044057757
EOMES	0.044057757
CDK4	0.044025171
CD3E	0.043954624
NXF1	0.043954624
ETV1	0.043836121
RGL4	0.043836121
UBE2J1	0.043777183
APOL6	0.043721982
MATN1	0.043721982
PHF11	0.043721982
PPM1H	0.043633972
ACBD6	0.043620987
CAPN2	0.043620987
FAP	0.043620987
ZNF280B	0.043620987
CASP10	0.043594146
SRPX2	0.043495062
GBP1	0.043447223
ZAP70	0.043420382
ARHGAP15	0.043308865
CD19	0.042950526
NEFH	0.042903429
PHYH	0.042862464
CCDC88C	0.042762179
CD79A	0.042762179
C17orf66	0.042702732
CXCR6	0.042579655
GFI1	0.042579655
TRAT1	0.042579655
PLEKHG3	0.042573992
CECR1	0.042509973
LOC284233	0.042509973
BUB1	0.042460548
FCRLB	0.042450481
AMIGO2	0.042447433
CXCR3	0.042447433
SFRS13A	0.042355881
TPRXL	0.042355881
CARD8	0.042324723
ICOSLG	0.042324723
HCG11	0.042294371
C2orf85	0.0422626
SH2D1A	0.0422626
C12orf52	0.04223301
ARHGEF33	0.042229891
FZD3	0.042229891
ZIC1	0.042229891
ITGBL1	0.042201015
FASLG	0.042108334
TMEM41A	0.042063541
LOC100188949	0.042061989
NMRAL1	0.042061989
CD38	0.042058872
FAM113B	0.042058872
SEMA4D	0.042058872
SLAMF6	0.042058872
SMARCD2	0.042056662
KIR2DL4	0.042000544
HEXB	0.041800128
VAX2	0.041758881
DNAJB6	0.041752514
SPATA18	0.041752514
SYT1	0.041752514
BCL11B	0.041722652
PTGER4	0.041607887
C5orf56	0.0415974
PTPRCAP	0.0415974
PGCP	0.041490509
GPR55	0.041477844
HIST1H3D	0.041313007
FAM129C	0.041279872
VPS18	0.04123181
IKBKB	0.041167676
ZNF323	0.041129898
PSG1	0.041096451
GPR126	0.040895681
ETS1	0.040892825
LAX1	0.040636201
C7orf40	0.040619913
ATP6V0E2	0.040543901
PDCD1	0.040543901
CUBN	0.04052814
TARP	0.040366835
TRAF3IP3	0.040366835
CXCL10	0.040362551
ISL2	0.040362551
CELF4	0.040333477
RFPL1S	0.040333477
TYK2	0.040267816
GALNTL2	0.040214666
IL18BP	0.040069843
ARID3A	0.039987289
GSG2	0.039987289
PCGF3	0.039987289
SIDT1	0.039987289
TMEM155	0.03990175
TRIM13	0.039897455
GPR89A	0.039889538
ZCCHC18	0.039886349
C12orf35	0.039878126
CR1L	0.039878126
IDO1	0.039878126
IL21	0.039878126
TNIP3	0.039878126
C6orf125	0.039870673
LAT	0.039841001
ZBP1	0.039841001
AUTS2	0.039816076
GTF2A1L	0.039816076
OCA2	0.039789944
DLK2	0.039702622
CD72	0.039628828
TAP2	0.039628828
MYH15	0.039595939
ABCB6	0.039556205
GNG4	0.039556205
IL1RN	0.039556205
MYLK2	0.039556205
OTUD1	0.039556205
UBE2N	0.039556205
